Year,Month,Ant_total,Ant_east,Ant_west,sp,ssr,t2m_c,skt_c,N2O,CO2,CH4
2003,7,547.3828,-386.288,751.33765,68339.7,8.64E-11,-57.40393,-58.532364,0.31662,373.42,1.73691
2003,8,591.4958,-333.008,728.8435,67894.586,8.64E-11,-51.258163,-51.81758,0.31689,373.88,1.74196
2003,9,483.9643,-435.3095,715.2619,68402.11,63445.52,-54.77617,-56.579163,0.31712,374.22,1.74423
2003,10,565.25,-411.5,751.5,68357.19,1975808,-47.832336,-48.44287,0.31713,374.21,1.74283
2003,11,474.29166,-435.2925,717.6125,68625.89,4904960,-36.8322,-38.180145,0.31709,374.14,1.73739
2003,12,262.46835,-565.3562,639.08276,70118.64,6282752,-25.694473,-28.559998,0.31718,374.16,1.72931
2004,1,211.762,-616.8289,625.2965,69157.95,5664256,-27.626389,-30.59137,0.31721,374.07,1.72098
2004,2,97.96592,-621.4631,588.1314,69529.56,3126784,-36.532837,-38.042892,0.31701,373.93,1.71343
2004,3,343.20132,-482.16794,635.56915,68260.11,488606.88,-50.329773,-50.210953,0.31686,373.94,1.71177
2004,4,168.57,-559.98,604.08,68684.61,8.64E-11,-50.60173,-50.11302,0.31687,374.11,1.71465
2004,5,387.28674,-407.62396,642.8547,68442.945,8.64E-11,-53.4142,-53.042923,0.31686,374.39,1.72106
2004,6,399.49072,-405.92392,665.23926,68035.02,8.64E-11,-56.426483,-56.42502,0.31681,374.76,1.7289
2004,7,366.70975,-472.16202,675.3536,67056.305,8.64E-11,-59.07628,-59.9227,0.31699,375.19,1.73496
2004,8,487.5376,-400.6147,681.8112,67850.54,8.64E-11,-55.529816,-56.951385,0.31727,375.69,1.74027
2004,9,389.29047,-402.28214,628.0418,68415.2,69546.625,-48.9991,-50.39412,0.3174,375.95,1.74292
2004,10,559.7286,-291.25357,653.78467,68456.33,2073088,-46.704773,-47.326767,0.31755,375.96,1.74145
2004,11,415.16382,-423.87332,644.14954,68799.125,5012992,-37.60872,-39.676697,0.31779,375.85,1.73649
2004,12,312.24,-526.74,620.94,69791.72,6518272,-25.968307,-29.96669,0.31788,375.79,1.72823
2005,1,266.80585,-523.54,619.6619,69700.74,5645312,-26.339264,-30.215683,0.31759,375.72,1.71801
2005,2,148.93964,-600.10223,577.36554,68721.375,3035648,-38.0551,-38.975693,0.31719,375.5,1.71223
2005,3,237.7218,-509.00278,567.8652,68846.86,459624.5,-47.763336,-47.301193,0.31699,375.52,1.71082
2005,4,380.98715,-373.33,576.6643,68392.21,8.64E-11,-50.114883,-49.938507,0.31705,375.83,1.713
2005,5,371.31094,-392.26334,600.77856,68570.266,8.64E-11,-54.506775,-53.31955,0.31718,376.25,1.7197
2005,6,397.66495,-372.2776,617.96204,68939.125,8.64E-11,-54.503967,-55.06613,0.31741,376.8,1.72699
2005,7,437.11728,-354.9532,632.3133,68131.69,8.64E-11,-57.585876,-58.178772,0.31767,377.29,1.7336
